wordcontent,sentences,index
वाटते,ज्याला गरिबीची लाज वाटते तो खरे तर दरिद्री असतो .,177
वाटते,"हे सर्व मलाही मान्य असले तरी आजही राहून राहून मला वाटते , आत्तीने माझ्याशी या विषयावर खडसावून , रागावून , प्रेमाने कसेही पण एकदा बोलायला हवे होते .",666
वाटते,"मानेनेच मी तो विचार झटकला आणि डॉक्टरांना काय वाटते ते बघावे म्हणून त्याच्या चेहऱ्याकडे पाहिले , तर ते मूल बघायचे सोडून माझ्या चेहऱ्यावरचे भाव निरखीत उभे होते .",706
वाटते,"कधीही टेन्शन आले , घरी काही झाले , की मी या मैत्रिणींबरोबर बोलते आणि मला खूप हलके वाटते . ' '",994
वाटते,"सर्व सहचरींतर्फे "" मुक्तपीठ ' मधील "" हताश आई ' ला सांगावे असे वाटते , की तू अजिबात हताश होऊ नकोस .",996
वाटते,"रेल्वे भाडेवाढ न करता , रेल्वेगाड्यांची व्याप्ती आणि क्षमता वाढविण्याचे यशस्वी तंत्र लालूप्रसाद वापरतील , असे अधिकाऱ्यांना वाटते .",2790
शहराच्या,ठाणे शहराच्या जिल्हाधिकारी पदाची धुरा समर्थपणे सांभाळलेले नंदकुमार जंत्रे आता ठाणे पालिकेचे आयुक्त झाले आहेत .,528
शहराच्या,शहराच्या पूर्वेकडील भाग तसेच नव्याने समाविष्ट झालेल्या गावांमधील काही भागांमध्ये सकाळी मोठ्या प्रमाणावर मतदान झाले .,2141
शहराच्या,शहराच्या नाक्‍या - नाक्‍यांवर त्यांच्या स्वागताचे फलक लागले होते .,2528
शहराच्या,"शहराच्या हद्दीत भोसरी , चिंचवड आणि पिंपरी या तीन प्रस्तावित मतदारसंघांचा समावेश आहे .",3490
शहराच्या,सध्या शहराच्या पूर्वभागात सभा व बैठकींनी प्रचाराचा चांगलाच धुरळा उडवून दिला आहे .,3942
शहराच्या,या पावसामुळे आजही शहराच्या अनेक भागात वीजपुरवठ्यात अडचणी आल्या .,4419
आंतरराष्ट्रीय,"विनामूल्य सदस्यत्व असलेल्या या संस्थेत मुंबईचे महापौर का सदस्य होत नाहीत , असा मुद्दा आंतरराष्ट्रीय स्तरावरून उपस्थित करण्यात आला होता , अशी माहिती डॉ. राऊळ यांनी दिली .",228
आंतरराष्ट्रीय,या हेरॉइनची आंतरराष्ट्रीय बाजारपेठेत सुमारे ६५ लाख रुपये किंमत असल्याचे पोलिसांकडून सांगण्यात आले .,1588
आंतरराष्ट्रीय,त्याचमुळे आंतरराष्ट्रीय क्रिकेट परिषद ; तसेच जमैका पोलिसांची बुधवारी ( भारतीय वेळेनुसार मध्यरात्रीनंतर ) होणारी पत्रकार परिषदही ऐनवेळी रद्द करण्यात आली असल्याचे सांगितले जात आहे .,2088
आंतरराष्ट्रीय,डोंबिवली येथील आंतरराष्ट्रीय दर्जाचे सायकलपटू विनोद पुनामिया यांनी आज पुणे ते डोंबिवली हे १४० कि . मी. अंतर सायकलवरून दोन तास १४ मिनिटे आणि ४९ सेकंदात पार करून एक अनोखा विक्रम स्थापित केला .,2095
आंतरराष्ट्रीय,"महसुलात झालेली वाढ आणि आंतरराष्ट्रीय बाजारात इंधनाच्या घटलेल्या किमती , यामुळे यंदा पहिल्या आणि दुसऱ्या वातानुकूलित श्रेणीचे भाडे कमी करण्याचा निर्णय लालूप्रसाद घेण्याची शक्‍यता आहे .",2791
आंतरराष्ट्रीय,"तेथे हिरवळीची खेळपट्टी तयार केली , तर नगरला निश्‍चित रणजीसह आंतरराष्ट्रीय दर्जाचा सामना मिळू शकतो .",3262
निवडणूक,"कारण उत्तर प्रदेशात निवडणूक ऐन रंगात आली असताना श्रेष्ठींनी निरूपम यांना , गोव्यातील निवडणुकीसाठी प्रचाराची राळ उडवून देण्याचे फर्मान सोडले आहे .",34
निवडणूक,पंचवार्षिक निवडणूक होती .,1315
निवडणूक,डॉ. बाबासाहेब आंबेडकर उद्यान प्रभाग क्रमांक ४६ मध्ये कॉंग्रेसचे उमेदवार अरविंद शिंदे व शिवसेनेचे माजी नगरसेवक अजय भोसले यांचे बंधू अमर भोसले निवडणूक रिंगणात आहेत .,1918
निवडणूक,त्यांनी शिंदे यांच्या निवडणूक बूथवर दगडफेक केली .,1923
निवडणूक,मात्र यंदा पुन्हा वॉर्डनिहाय निवडणूक झाली .,2147
निवडणूक,महापालिकेच्या निवडणुकीत सहभागी झालेल्या राजकीय पक्षाने आपले नगरसेवक आणि पक्षनेता यांची नोंदणी आयुक्तालयात करावी असे निर्देश निवडणूक आयोगाने दिले होते .,2269
असणार्‍या,"झीजेविषयी अतिशय संवेदनशील असणार्‍या क्षेत्रांमध्ये , पावसाच्या थेंबाचा परिणाम , गाळाचे विलगन , गाळाचे परिवहन , पृष्ठवाह , आणि मातीची हानी कमी करण्यासाठी / होण्यासाठी शून्य मशागत पद्धत व कमी मशागत पद्धत ह्यांसारख्या शेती व्यवस्थापन पद्धती ह्या विशिष्ट पीक आवर्तन पद्धतींना पूरक ठरू शकतात .",6312
असणार्‍या,"ह्या उष्णतेच्या स्थिरतेमुळे उच्च तापमानावर अन्न शिजवण्याची गरज असणार्‍या सोय पदार्थाची उत्पादने उदाहरणार्थ टोफु , सोयचे दूध व मांसाभासी शाक प्रथिने ( सोयचे पीठ ) बनविणे शक्य होते .",6591
असणार्‍या,"अॅफिडप्रमाणे , खवला किटक हे त्यांच्या लांब दोर्‍यासारख्या असणार्‍या तोंडाच्या भागांचा वापर करून वनस्पतीच्या रसावरही पोषण करतात .",6688
असणार्‍या,"त्यांच्या उपजीविकेच्या साधनासाठी ते नगदी पिकाच्या उत्पादनावर , बाजारात ओळखणे कठीण असणार्‍या मूलभूत वस्तूंवर अवलंबून असतात .",7166
असणार्‍या,"एक मायक्रोनपेक्षा कमी व्यास असणार्‍या मातीच्या कणांमध्ये कोलोइडल गुणधर्म असतात , आणि जसजसा कणांचा आकार कमी होत जातो तसतसे हे गुणधर्म वाढत जातात .",7374
असणार्‍या,जेव्हा घट्ट जमीन किंवा अपार्यस्तर असणार्‍या जमीनीची शक्यता असते विशेषतः सिंचित पिकांसाठी पटास लावणे अत्यंत उपकारक ठरू शकते .,7823
अधिकाऱ्यांनी,"औषधाचा अतिरिक्त डोस तसेच ताणतणाव यामुळे वूल्मर यांना हृदयविकाराचा झटका आला असल्याचे काही वैद्यकीय तज्ज्ञांचे मत आहे , पण रक्ताची उलटी झाल्यामुळे विषप्रयोगही झाला असल्याची शक्‍यता असल्याचे वैद्यकीय अधिकाऱ्यांनी सांगितले .",440
अधिकाऱ्यांनी,"या प्रकरणी वीजनिर्मिती कंपनीच्या वरिष्ठ अधिकाऱ्यांनी त्वरित लक्ष घालून संच बंद पडण्याच्या प्रकाराची उच्चस्तरीय चौकशी करावी , अशी मागणी येथे होत आहे .",463
अधिकाऱ्यांनी,"त्यामुळे स्वीचवरील भार वाढल्यामुळे सेवा कोलमडली आहे , असा अंदाज काही अधिकाऱ्यांनी व्यक्‍त केला .",612
अधिकाऱ्यांनी,रायगड जिल्ह्यात सिंचनाचा अनुशेष नसल्याचा चुकीचा अहवाल अधिकाऱ्यांनी राज्यपालांना दिला .,1014
अधिकाऱ्यांनी,"पाकिस्तान क्रिकेट संघाचे प्रशिक्षक बॉब वूल्मर यांचा खून झाला असून , त्यांचे खुनी लवकरच पकडले जातील , असा विश्‍वास जमैका पोलिस एकीकडे व्यक्त करत असताना पाकिस्तानच्या तपास अधिकाऱ्यांनी मात्र नवा शोध लावला आहे .",1076
अधिकाऱ्यांनी,"मात्र , जमैका पोलिसांना मदत करत असलेल्या पाकिस्तानच्या दोन तपास अधिकाऱ्यांनी मात्र वूल्मर यांचा खून झाला नसल्याचे आपल्या अहवालात नमूद करत सर्वांनाच आश्‍चर्याचा धक्का दिला आहे .",1081
वर,चांगल्या २५ - ३० पायर्‍या चढून गेल्यावर वर श्री रघुनाथ मंदिर आहे .,912
वर,गंगामैया डोक्‍यापासून पायाच्या नखापर्यंत भिजवून तर टाकतेच ; पण तिच्या पोटातून ढकलत वर येण्याचा अनुभव शब्दांपलीकडलाच NULL !,949
वर,गंगेच्या पोटात जाऊन वर येण्याचा जिवंत अनुभव खरेच प्रत्येकाने घ्यायला हवाच .,957
वर,"सध्या डाव्या हाताच्या बोटाच्या नखाच्या वर शाई लावतात , त्या वेळी ती उजव्या हाताच्या अंगठ्याच्या वर लावण्याची पद्धत होती .",1324
वर,कारण तुमच्या अंगठ्याच्या वर शाईचा डाग आहे . ' ',1327
वर,राज्यातील पूरबळींची संख्या ८५ वर गेल्याचे पुनर्वसनमंत्री कौशिक पटेल यांनी आज सांगितले .,1374
एकाच,ठाकुर्ली स्थानकाच्या पुढे कल्याणच्या दिशेने एकाच मार्गावरून लोकल नेल्या जात असल्याने ठाकुर्ली - कल्याण स्थानकांदरम्यान लोकलच्या रांगा लागत आहेत .,27
एकाच,प्राथमिक निष्कर्षानुसार या विद्यार्थ्यांनी एकाच प्रकारचा अन्नपदार्थ खाल्ल्यामुळे त्यांची प्रकृती खालावली असण्याची शक्‍यता पोलिसांकडे नोंदविल्याचे त्यांनी सांगितले .,190
एकाच,"पण एकाच वेळी एखादी स्त्री दुहेरी निष्ठा ठेवू शकते , हे आजही माझ्या दृष्टीने कोडेच आहे .",312
एकाच,"या दरोड्यांत मारहाणीसाठी वापरलेले साहित्य , दरोड्याचा प्रकार यामध्ये साम्य आढळल्याने , हे सर्व प्रकार एकाच टोळीने केल्याचा अंदाज व्यक्त केला जात आहे .",1216
एकाच,रेल्वे गाड्यांसंदर्भात आवश्‍यक असलेली सर्व माहिती प्रवाशांना आता एकाच पुस्तिकेत मिळण्याची सोय पुणे विभागातर्फे करण्यात येत आहे .,2798
एकाच,"प्रवाशाला ही उत्तरे एकाच ठिकाणी सहजपणे मिळावीत , या उद्देशाने पुणे विभागाने पुस्तिकेची सोय केली आहे , अशी माहिती विभागीय रेल्वे व्यवस्थापक पी. के. सक्‍सेना यांनी ""सकाळ'ला दिली .",2801
तुला,तो गुच्छ मी खरोखरीच मनापासून स्वीकारला हे तुला कळावे म्हणून मी हा सोबत त्या गुच्छासकट काढलेला माझा फोटो तुला पाठवीत आहे .,132
तुला,""" बाबांनी तुला सांगितलंय की मला फोन करू नकोस अथवा भेटू नकोस मला कुठं तसं सांगितलंय की तुला फोन करायचा नाही किंवा भेटायचं नाही म्हणून "" !",1111
तुला,आज तुला फोन केला आहे तो इरावतीचा तुला निरोप द्यायला .,1118
तुला,असे एक ना अनेक कौतुकास्पद उपक्रम आणि प्रत्येक वेळी तुला मिळालेले समाधान आणि आनंद .,2376
तुला,मी तुला समजू शकलो नाही हेच खरं NULL .,4530
तुला,तुला जेव्हा मी उघडपणे पत्नी म्हणून स्विकारतो तेव्हा हा प्रश्न येतोच कुठे ?,5651
पार,उत्तर प्रदेश विधानसभा निवडणुकीचे चार टप्पे पार पडले असून उर्वरित तीन टप्प्यांत आवश्‍यकता भासल्याच निरूपम यांना बोलावण्यास दिल्लीतील पक्षश्रेष्ठी अनुकूल असल्याची माहिती सूत्रांकडून मिळते .,37
पार,"जूनच्या पहिल्या आठवड्यात पार पडणाऱ्या गोवा विधानसभा निवडणुकीसाठी कॉंग्रेस समितीने सहा पथके स्थापन केली असून यात कॉंग्रेसचे केंद्रीय चिटणीस सिद्धार्थ पटेल , महसूल मंत्री नारायण राणे , खासदार गुरुदास कामत आणि आमदार भाई जगताप यांच्यासह निरूपम यांचा समावेश करण्यात आला आहे .",38
पार,"दरम्यान , कानपूरमध्ये केंद्रीय नेते राजीव शुक्‍ला यांच्या नुकत्याच पार पडलेल्या एका जाहीर सभेला फक्‍त १८ जण उपस्थित राहिल्याने त्यांनी भीतीपोटी प्रचाराकडे पाठ फिरविल्याची माहिती सूत्रांकडून मिळते .",44
पार,"ज्योती भालेराव , इंदुमती तिडके , माया भालेराव , कविता सपकाळे , प्रज्ञा वाघ , मंदा सुरवाडे , सुजाता सुरवाडे , लीना सुरवाडे , पल्लवी बैंसाणे , अर्चना भालेराव , सोनल निकम , सपना सपकाळे , सरला भालेराव , सविता लोखंडे , आशा सपकाळे , द्वारका कोचुरे , विमल भालेराव , अन्नपूर्णा तिडके , धनाबाई वाघ , आशा आळंबे , प्रियांका सपकाळे , मधुरा सुरवाडे यांच्यासह बाबूराव वाघ , मयूर वाघ , दिलीप सपकाळे , शुभम तिडके यांनी भूमिका पार पाडल्या .",64
पार,"भारत - पाकिस्तानमध्ये सुरू असलेल्या हिंसाचाराला पूर्णविराम मिळावा , दोन्ही देशांमध्ये शांतता प्रस्थापित होऊन लोकांमध्ये मैत्रीची भावना निर्माण व्हावी , या उद्देशाने "" सरहद्द के पार का पैगाम ' हा मैत्रीचा संदेश घेऊन पनवेलमधील "" निसर्ग मित्र ' या संस्थेने पनवेल ते पाकिस्तान या तीन हजार कि . मी. अंतराच्या सायकल यात्रेचे आयोजन केले होते .",241
पार,"खेबुडकर यांच्या सामाजिक गीतांवर आधारित ठिणग्यांची फुले , बाभूळबन व चित्रपटगीतांवर आधारित चित्रगंगा भाग १ व भाग २ या चार पुस्तकांचे प्रकाशन बाळासाहेबांच्या हस्ते पार पडले .",409
वार्षिक,२१० मेगावॉटच्या या संचाची काही महिन्यांपूर्वीच वार्षिक देखभाल करण्यात आली होती .,459
वार्षिक,"तृतीय वर्षाची परीक्षा देण्याअगोदरच महाविद्यालयात येऊन कंपन्या काही विद्यार्थ्यांना पावणेतीन लाख रुपये वार्षिक पगाराचे "" पॅकेज ' असलेल्या नोकऱ्या देऊ करीत असल्याने नवख्या उमेदवारांच्याही अपेक्षा सुरवातीपासूनच मोठ्या असतात .",1936
वार्षिक,येथील केटीएचएम महाविद्यालयाच्या वार्षिक पारितोषिक वितरण कार्यक्रमात प्रमुख पाहुणे म्हणून ते बोलत होते .,1944
वार्षिक,वार्षिक ४५१ कोटींपेक्षा जास्त अंदाजपत्रक असलेल्या राज्यातील श्रीमंत समजल्या जाणाऱ्या भिवंडी - निजामपूर शहर महापालिका शिक्षण मंडळातील सुमारे ६०० शिक्षकांना तीन महिने पगार मिळाला नसून त्यांच्या कुटुंबांवर उपासमारीची वेळ आली आहे .,5138
वार्षिक,चला ! संपली एकदाची वार्षिक परीक्षा !,5470
वार्षिक,गंगापूर सहकारी साखर कारखान्याची तिसावी वार्षिक सर्वसाधारण सभा साखर कारखाना परिसरात माजी आमदार कैलास पाटील यांच्या अध्यक्षतेखाली झाली .,5552
मध्य,कल्याण - ठाकुर्ली या स्थानकांदरम्यान पाचव्या आणि सहाव्या मार्गाच्या कामासाठी मध्य रेल्वेने शनिवारपासून पाच दिवस मेगाब्लॉक घेतला आहे .,17
मध्य,"हे खग्रास चंद्रग्रहण संपूर्ण भारतासह अंटार्टिका , आशिया , युरोप , दक्षिण , मध्य व उत्तर अमेरिकेसह जपान , चिनचा काही भाग , रशिया , फिलिपाईन्स , इंडोनेशिया येथून दिसेल .",552
मध्य,मध्य भारतात गेल्या काही वर्षांत डायनासोरची हजारो अंडी जीवाश्‍मांच्या स्वरूपात सापडली आहेत .,1630
मध्य,साधारणतः मध्य भारतामधील दहा हजार चौरस किलोमीटरच्या भागात गेल्या काही वर्षांमध्ये डायनासोरची हजारो अंडी जीवाश्‍मांच्या स्वरूपात सापडलेली आहेत .,1634
मध्य,कारण मध्य भारतामध्ये इतर जगाच्या तुलनेत एकूण सापडलेल्या अंड्यांचे जीवाश्‍म कमी असले तरी त्यांच्यामधील विविधता लक्षणीय आहे .,1674
मध्य,"महाराष्ट्र , मध्य प्रदेश , उत्तर प्रदेश , राजस्थान , हरियाणा , दिल्ली , पंजाब अशा सात राज्यांतून दोन हजार किलो मीटरचा प्रवास पूर्ण करीत २९ मार्च रोजी यात्रा वाघा सीमेपर्यंत पोहोचली .",2501
चांगली,ती विवाहित स्त्री चांगली तिशी उलटलेली होती .,323
चांगली,"असे असले तरी येथील नाट्यचळवळीस रसिक चांगली साथ देत होते ; परंतु जिल्ह्यात बंदिस्त नाट्यगृह नसल्याने व्यावसायिक रंगभूमीवरील कलाकार , निर्माते कोकणच्या दिशेने वळत नव्हते .",1823
चांगली,जिल्ह्यातील सांस्कृतिक विकासाला चांगली दिशा मिळाली आहे .,1841
चांगली,यामुळे जिल्ह्यात उद्‌भवलेल्या अतिरिक्त उसाचे गाळप करण्यास कारखान्याने चांगली मदत केली असल्याचेही श्री . काळे यांनी सांगितले .,2685
चांगली,"इरावतीबाई म्हणाल्या म्हणे की , निदान मुलगी तरी चांगली शोधली आहे .",2867
चांगली,"या राजवाड्याच्या देखभालीची जबाबदारी राज्य शासन व सार्वजनिक बांधकाम विभागाकडे आहे , असे स्पष्ट करून श्री . भोसले म्हणाले , "" सध्या या राजवाड्याची अवस्था फारशी चांगली नाही .",3334
भारताच्या,"नेताजी सुभाषचंद्र बोस यांच्याबाबत आपल्याकडे कोणतीही माहिती नाही , असे "" रिसर्च अँड ऍनॅलिसिस विंग ' ( रॉ ) या भारताच्या प्रमुख गुप्तचर संघटनेने प्रथमच जाहीर केले आहे .",581
भारताच्या,"त्या जाहीर झाल्या , तर भारतात मोठी तीव्र प्रतिक्रिया उमटेल आणि भारताच्या मित्रदेशांबरोबरच्या संबंधांनाही हानी पोचेल .",593
भारताच्या,आता यानुसार निंबस ; तसेच खासगी वाहिन्यांना भारताच्या प्रत्येक सामन्याचे थेट प्रक्षेपण करत असताना दूरदर्शनलाही क्‍लीन लाइव्ह फीड देणे बंधनकारक होणार आहे .,623
भारताच्या,भारताच्या सानिया मिर्झाने जागतिक क्रमवारीत एक क्रमांक प्रगती केली आहे .,1959
भारताच्या,भारताच्या शिखा ओबेरॉयचा २३२वा क्रमांक आहे .,1966
भारताच्या,"लोकमान्य टिळक आणि महात्मा गांधी यांनी भारताच्या स्वातंत्र्यलढ्याला एक वेगळे वळण दिले , म्हणूनच त्या काळात सर्व जाती धर्मातील नेते या लढ्यात भाग घेऊ शकले .",2237
शांत,घरात मात्र वातावरण वरवर शांत असलं तरी त्याखाली अस्वस्थता दबलेली होती .,1125
शांत,"महर्षी कर्वे तसे शांत प्रवृत्तीचे , प्रसिद्धीपासून दूर राहणारे NULL .",1685
शांत,महापालिका निवडणुकीच्या मतदानादरम्यान विविध पक्षांच्या गटांतील मारामाऱ्या तसेच दगडफेकीच्या काही घटनांमुळे आज शांत वातावरणाला गालबोट लागले .,1913
शांत,आजी वारल्यानंतर हसरी - खेळती अश्‍विनी शांत आणि विक्षिप्त झाली .,5103
शांत,गहू हे प्रामुख्याने मध्य अक्षांश गवताळ प्रदेशांतील पीक आहे आणि त्याला शांत हवामान व मध्यम स्वरूपाचा पाऊस लागतो .,7223
शांत,"थोडक्यात गव्हाच्या पिकाला मध्यम स्वरूपाच्या पावसासह शांत हवामान , सपाट व चांगल्या प्रकारे निचरा झालेले सपाट क्षेत्रे , सुपीक रवाळ लोम माती आणि भरपूर पाणी पुरवणारे उत्तम सिंचन , एचवायव्ही बियाणे , रासायनिक खते व यांत्रिकरण ह्या सर्व घटकांच्या समायोजनाची गरज असते .",7233
दिवसांत,या प्रश्‍नावर युनियनने विनंतीपत्र दिल्यास आठ दिवसांत संबंधित अधिकाऱ्यांची बैठक घेण्याचे आश्‍वासन डावखरे यांनी दिले आहे .,195
दिवसांत,"या मागण्या सोडविण्याबाबत संघटनेने विनंतीपत्र दिल्यास , येत्या आठ दिवसांत परिवहन समितीचे सभापती , महापालिका आयुक्त , प्रवासी संघटना आणि संबंधित अधिकाऱ्यांची बैठक घेण्यात येईल .",209
दिवसांत,पंचवीस दिवसांत दुसऱ्यांदा हा संच बंद पडला आहे .,451
दिवसांत,१ ) पंचवीस दिवसांत दुसऱ्यांदा बंद,467
दिवसांत,"शासकीय आकडेवारीनुसार गेल्या दोन दिवसांत सुमारे ८५ , तर गेल्या २४ तासांत ३० जणांचा मृत्यू झाला आणि सुमारे ४५ हजार लोक विस्थापित झाले आहेत .",1353
दिवसांत,गेल्या दोन दिवसांत मुंबई व महाराष्ट्राकडे जाणाऱ्या २६ रेल्वेगाड्या रद्द करण्यात आल्या .,1359
अथवा,ही जरी माझी परिस्थिती असली तरी कधी एका शब्दाने अथवा कृतीनेही मी माझे डॉक्टरांविषयीचे प्रेम डॉक्टरांच्याजवळ व्यक्त केले नव्हते .,286
अथवा,""" बाबांनी तुला सांगितलंय की मला फोन करू नकोस अथवा भेटू नकोस मला कुठं तसं सांगितलंय की तुला फोन करायचा नाही किंवा भेटायचं नाही म्हणून "" !",1111
अथवा,"अमेरिकेतील शासनाच्या अपंगांबद्दलचे कायदे व आधुनिक शिक्षण पद्धतीमुळे अल्पदृष्टी असूनही , ऋताने कधी अंधांची काठी अथवा ब्रेल लिपीला हात लावला नाही .",1244
अथवा,पेय थंड अथवा गरम ठेवण्यासाठी थर्मासचा उपयोग केला जातो .,3436
अथवा,वसाहत अथवा इमारत दुरुस्तीसाठी सरकार थेट सार्वजनिक बांधकाम विभागाकडे ( पीडब्ल्यूडी ) पैसे देते .,4540
अथवा,याबरोबरच दुरुस्तीचे काम पूर्ण झाल्यानंतर ते योग्य प्रकारचे आहे अथवा नाही याचाही अभिप्राय या पोलिस अधिकाऱ्यांना देण्यास आयुक्तांनी सांगितले आहे .,4545
तरीही,"मात्र , तरीही प्रत्येकाने सर्वस्व पणास लावले , असे पथकाचे समन्वयक डॉ. चंचलकुमार हल्दर यांनी सांगितले .",979
तरीही,तरीही पहिल्या दिवसापासून फक्त स्थायी समितीवरील नियुक्तीच चर्चेचा केंद्रबिंदू ठरली आहे .,1273
तरीही,"तरीही याही वर्षी योग आलाच नाही , ' असे अनुभव पुरोहित उल्हास देव यांनी सांगितले .",1478
तरीही,"पॅकिंग तसेच असते , त्यावर अठरा ग्रॅम असे प्रिंटही केले जाते , मात्र तरीही ग्राहकांच्या ते कधी लक्षात येत नाही .",2012
तरीही,तरीही ते सर्रास पाच रुपये पाकीटप्रमाणे विकले जातात .,2019
तरीही,"पुण्यात राहणाऱ्या , कामानिमित्त येथे आलेल्या किंवा शिकण्यासाठी पुणे निवडलेल्या युवा पिढीची अशा पार्ट्यांबाबतची प्रतिक्रिया "" त्यात काय मोठे ? ' अशी काहीशी असली , तरीही बहुसंख्य पालकांना मात्र तसे वाटत नाही , असेच या सर्वेक्षणातून स्पष्ट झाले आहे .",2070
उपयुक्त,"पाण्याचा अमर्याद वापर , नासाडी आणि अपव्यय या सर्वावर शेतकऱ्यांच्या सिंचन व्यवस्थापनाने अंकूश राहणार असल्याने कायद्याचे काटेकोर पालन झाल्यास तो अतिशय उपयुक्त ठरणार आहे .",3807
उपयुक्त,पहिल्या डावात १०४ धावांनी पिछाडीवर पडलेल्या पाकिस्तानला आज तळाच्या फलंदाजांच्या उपयुक्त खेळामुळे दुसऱ्या डावात ३०२ धावांपर्यंत मजल मारता आली .,5296
उपयुक्त,ही पद्धती प्रामुख्याने बियाणांच्या तपासणीसाठी तसेच कमी प्रमाणातील बियाणांसाठी उपयुक्त आहे .,6884
उपयुक्त,संरोपणाचा उद्देश कडधान्यांच्या बियाणांवर पुरेश्या अनेक जीवाणूंचे योग्य प्रमाणातील आवरण शेतात जलद आणि परिणामकारक ग्रंथीकरणासाठी उपयुक्त ठरते .,6885
उपयुक्त,"आशियामध्ये तृणधान्ये व काही कडधान्याचे पीक यासाठी वापरले जाणारे सामान्य , प्राण्यांद्वारे केलेले वेधन आणि नांगरणीतील बदल हे वृत्तीय गवताच्या बियाणासाठी उपयुक्त नसते परंतु रेग्राससाठी वापरले जाऊ शकते .",7018
उपयुक्त,हे एक काटक पीक आहे आणि कोरडवाहू दुष्काळी प्रवण क्षेत्रे व सॉडिक स्थितीसाठी अगदी उपयुक्त आहे .,7175
तेथील,"परंतु , मराठवाडा आणि नाशिक येथील जोडण्या या मेनस्वीचवरून कार्यान्वित करण्यात आल्यामुळे , तेथील मोबाईल लवकर सुरू होऊ शकले नाही .",608
तेथील,"कर्नाटकमध्येही या प्रकारचा कायदा करण्यात आला होता ; पण तेथील उच्च न्यायालयाने तो रद्द ठरविला असल्याने राज्यात हा प्रस्तावित कायदा लागूच करू नये , अशी मागणी मुख्यमंत्री आणि राज्यातील सर्व आमदारांना पत्राद्वारे केली आहे , असे त्यांनी नमूद केले .",886
तेथील,त्यांच्यावर आरे डेअरीतील युनिट १६ मधील दवाखान्यात उपचार करण्यात आले होते ; मात्र तेथील डॉक्‍टरांनी विद्यार्थ्यांची रक्‍ततपासणी केल्यानंतर त्यापैकी १० जणांना कूपर रुग्णालयात दाखल करण्यास सांगितले होते .,1042
तेथील,त्या वेळी त्यांचे क्रेडिट कार्ड तेथील कर्मचाऱ्याकडे राहिले .,1521
तेथील,"ते पुढे म्हणाले , "" "" परग्रहावर जीवसृष्टी असेल , तर तेथील वायू वेगळा असू शकतो .",1551
तेथील,"तेथील सृष्टीला ऑक्‍सिजनऐवजी दुसरा वायू जीवनावश्‍यक वाटत असेल ; मात्र जीवसृष्टी असेलच , तर आपल्याला त्याचे फायदे व तोटेही होऊ शकतात .",1552
नदी,तिबेटमधून चीनमध्ये व नंतर तेथून म्यानमार व थायलंडमध्ये सालवीन नदी वाहत जाते .,397
नदी,एकही धरण नसलेली जगातील ही एकच नदी आहे .,398
नदी,डोंगराच्या ह्या बाजूला एक सुंदर नदी आहे .,7907
नदी,पूर्णा नदी गवामधून वाहते .,8204
नदी,नर्मदा नदी गंगेएवढी / इतकी पवित्र समजली जाते .,8786
नदी,रजप्पा छिन्नमस्तिका मंदिर दामोदर नदी आणि भेडा नदी ( भैरवी नदीच्या ) संगम स्थानावर वसलेले आहे .,9044
