wordcontent,sentences,index
क्रान्तिलाल,क्रान्तिलाल पानी का गिलास थामते हुए बोले कौशल्ये कोई आया है क्या ?,3699
क्रान्तिलाल,क्रान्तिलाल - हां याद है वह छुईमुई सा तुम्हारा रूप और हमारे बुरे दिन ।,3705
क्रान्तिलाल,क्रान्तिलाल - पद दौलत सोहरत तो है पर औलादों की ओर देखता हूं तो सब व्यर्थ लगता है ।,3709
गरीब,धनी - गरीब के बीच में खाई बढ़ती ही गयी है ।,577
गरीब,पीरमीठा अजायबदेव और गरीब नाथ के समकालीन थे ।,1004
गरीब,अजायबदेव और गरीब नाथ दोनों संत अपनी भविष्यवाणियों और चमत्कारों के लिए प्रसिद्ध थे ।,1005
गरीब,सन्तोष - सुनो भोले बाबा की नगरी में पुलिस ने एक ऐसे खूनी गिरोह का भण्डाफोड़ किया है जो फर्जी नाम से आदमी का बीमा करवाता था और बाद में किसी मासूम गरीब को अपने जाल में फंसाकर मौत के घाट उतार देता था ।,1080
गरीब,सन्तोष - छपी खबर के अनुसार ये दरिन्दें मासूम गरीब को अपने जाल में फंसाकर उसकी हत्या करने के बाद चेहरा ऐसे कुचल देते थे कि शिनाख्त ही नहीं हो पाती थी ।,1086
गरीब,नन्दिनी - दरिन्दों के जाल में बेचारा गरीब फंस कैसे गया ।,1109
जाकर,डलहौजी जाकर खजियार सभी जाना चाहते हैं क्योंकि यह हर प्रकार के पर्यटकों और बच्चों को लुभाता है ।,42
जाकर,पर्यटक गुफा में जाकर ताली बजायेंगे तो गुफा के गुंबद से पानी टपकने लगता है ।,385
जाकर,तो तुम आओ धीरे - धीरे हम आगे जाकर ढेर सारे आंबले तोड़ रखेंगे ।,616
जाकर,लेकिन यदि आयोजक या विषय की जानकारी पहले से नहीं हो सके तो वहां जाकर अपनी कुशाग्र बुद्धि से कुछ अता - पता कर लेना चाहिए ।,816
जाकर,एनडीटीवी की बरखा दत्त ने तो जोखिम भरी जगहों में जाकर यह सिद्ध कर दिया है कि अब महिलाएं किसी क्षेत्र में पीछे नहीं हैं ।,1316
जाकर,"जाओ मां , जाकर बाऊ जी से कह दो कि मैं शादी के लिए बिलकुल तैयार हूँ , अब उन्हें मेरी तरफ से कोई परेशानी नहीं होगी ।",2899
प्रभु,हस्तिनापुर में जैन धर्म के चौबीस तीर्थंकरों में से सबसे पहले तीर्थंकर श्री आदिनाथ प्रभु ने अपने चार सौ दिनों के व्रत के पश्चात श्रेयंषकुमार के हाथों से गन्ने का रस ग्रहण कर अपने व्रत का समापन किया था ।,1225
प्रभु,"हस्तिनापुर में ही श्री शांतिनाथ प्रभु , कुंथनाथ प्रभु और श्री अरहनाथ प्रभु के बारह कल्याणक हुए ।",1226
प्रभु,राजकुमार श्रेयंषकुमार ने आदिनाथ प्रभु से व्रत के समापन के लिए इक्षु रस ग्रहण करने की प्रार्थना की जिसे उन्होंने स्वीकार किया ।,1234
प्रभु,चंद्र प्रभु दिगंबर जैन अतिशय क्षेत्र देहरा - तिजारा राजस्थान के अलवर जिले में स्थित है ।,1259
प्रभु,तिजारा अतिशय क्षेत्र में 24 तीर्थंकरों में से 8वें तीर्थंकर श्री चंद्र प्रभु भगवान की आराधना की जाती है ।,1267
प्रभु,तिजारा अतिशय क्षेत्र में चंद्र प्रभु भगवान की सफेद रंग की अत्यंत मनोहारी संगमरमर की मूर्ति स्थापित है ।,1268
इतने,श्यामलाल ! तुम अपने स्वार्थ में इतने अंधे हो चुके हो कि तुम्हें अपने फायदे की बात भी नहीं दिखाई देती ।,628
इतने,पहली बार हम किसी समुद्री जीव को इतने करीब से देख रहे थे ।,653
इतने,उनका कहना है कि जब टीबी - प्रतिरोधी थेरेपी का परीक्षण भी समान परिणाम दे सकता है तो एक रोगी को इतने आक्रामक और खतरनाक प्रक्रिया से गुजरने की क्या जरुरत है ।,732
इतने,नन्दिनी - बाप रे आदमी इतने बड़े कसाई हो गये हैं कि आदमी को बकरा - मुर्गी की तरह काटकर लाश को कमाई का जरिया बना रहे हैं ।,1083
इतने,बड़े बाबू इतने पढ़े लिखे होकर भी दोयम दर्जे के आदमी माने जाते हो ।,2258
इतने,यों आजादी के बाद कई बड़े संस्थानों में मालिकों और संपादकों के बीच इतने गहरे निजी रिश्‍ते रहे कि वे जाने - अनजाने प्रबंधन के हितों की रक्षा करने में सदैव तत्पर रहे ।,3372
व्यापार,अरब सागर की अपार - अगाध जलराशि ने इन्हें व्यापार और पर्यटन का प्रमुख केन्द्र बना दिया है ।,290
व्यापार,"भूमंडलीकरण व विश्‍व व्यापार संगठन का विकासशील देशों के किसानों पर प्रतिकूल असर हाल के वर्षों में चिंता का विषय रहा है , विशेषकर कपास के किसानों के संदर्भ में तो इस चिंता के कारण बहुत स्पष्‍ट हैं ।",533
व्यापार,फिल्म ने पहले दिन 7 करोड़ से अधिक का व्यापार किया ।,750
व्यापार,दिल्ली में विश्‍व व्यापार को लेकर जी - 4 देशों की वार्ता शुरू हो गयी है ।,1501
व्यापार,"वर्ष 2003 में कानकुन में हुए विश्‍व व्यापार सम्मेलन के दौरान भारत के तत्कालीन वाणिज्य मंत्री अरुण जेटली ने अपनी बुलंद आवाज में घोषणा की थी कि वह तब तक किसी समझौते के लिए तैयार नहीं होंगे , जब तक अमीर देशों को मिलने वाली फार्म सब्सिडी बरकरार रहेगी ।",1505
व्यापार,"विभिन्न देशों में ऐसे छोटे किसानों के संगठनों में आपसी तालमेल होना चाहिए ताकि वे मिलकर विश्‍व स्तर की अनुचित कृषि , खाद्य व व्यापार नीतियों व नियम - कानूनों के विरुद्ध भी अपनी आवाज बुलंद कर सकें ।",1516
कल,"हम तो आज की रात देख लेते हैं , नहीं तो कल सबेरे चौबेपुर के वैद जी को बुलवाके दिखला देंगे ।",582
कल,"ओमकार ! तुम मेरी मानो तो कल वैद जी को बुला लो , समझे ?",585
कल,"तू कल का छोकरा लोटिया पठान से क्या टकराएगा , काट के फेंक देंगे गटर में ।",627
कल,"बाऊ जी कल तो आपने कमाल कर दिया ! क्या नाचे हैं आप , सबकी छुट्टी कर दी ।",2926
कल,"मैं तो उससे माफी मांगना चाहती थी , कल न जाने मैंने उसे क्या - क्या कह दिया ।",3564
कल,कल ही की तो बात है कुछ पुराने कपड़े किसी को दिये थे ना ।,3811
स्वतंत्रता,महिलाओं में जागृति लाने और उन्हें स्वतंत्रता संग्राम में शामिल करने का श्रेय गांधीजी को है ।,1289
स्वतंत्रता,उन्होंने सभी स्‍त्री - पुरुषों से स्वतंत्रता संग्राम और रचनात्मक कार्यक्रमों में शामिल होने की अपील की ।,1291
स्वतंत्रता,स्वतंत्रता के बाद महिलाओं की पत्रिकाओं का और विकास हुआ ।,1299
स्वतंत्रता,स्वतंत्रता आंदोलन में पत्रकारों के योगदान का इतिहास वस्तुत: स्वतंत्रता आंदोलन का इतिहास है क्योंकि या तो पत्र का संपादक स्वयं स्वतंत्रता का नेता हो गया या नेता ने अपने विचारों को प्रकट करने के लिए पत्र निकालना आवश्यक समझा ।,1976
स्वतंत्रता,"स्वतंत्रता आंदोलन के दौर में ही 8 जून , 1854 को कोलकाता से बाबू श्याम सुंदर सेन ने हिंदी का पहला दैनिक पत्र ’ समाचार सुधारवर्षण ’ प्रकाशित किया ।",1977
स्वतंत्रता,अंग्रेजों की इसी शंका के कारण भारतीय समाचार पत्रों की स्वतंत्रता पर अनेकानेक प्रहार किए गए ।,2108
दादा,"कोई मुकुटबिहारी नाम का आदमी है , बाहर गाँव से खून कर के आइला है , वो ही इनका दादा है ।",6378
दादा,बच्चे के जन्म की खुशी पर दोनों दादा - नाना एक - सी ड्रेस में नाचेंगे ।,6562
दादा,वह ताऊश्री के आंसू पोंछते हुए बोला दादा कौन सी मुसीबत आ गयी ।,7310
दादा,श्रीबाबू - दादा तुम्हारी लाठी कैसे टूट सकती है ?,7312
दादा,श्रीबाबू - दादा हम तुम्हारी लाठी हैं ।,7316
दादा,याद है दादा हम दोनों भाई पानी पीकर स्कूल जाते थे ।,7318
शिखर,धौलाधार पर्वत शिखर गहरी ढ़लानों और खुले आसमान को छूते पर्वतों को देखने के लिए अच्छी जगह है ।,10
शिखर,धौलाधार पर्वत शिखर के पास ही सुभाष चंद्र बोस की प्रतिमा लगी है ।,11
शिखर,"डलहौजी में यह ऐसा सबसे ऊँचा पर्वत शिखर है जहाँ से व्यास , चिनाब और रावी नदियों को एक साथ देखा जा सकता है ।",30
शिखर,पारसनाथ पहाड़ पर जैनियों का सबसे प्रमुख धार्मिक स्थल है जिसे सम्मेद शिखर भी कहते हैं ।,98
शिखर,सम्मेद शिखर के लिए यह प्रसिद्ध है कि जैनियों के 20वें तीर्थकारों ने यहीं पर निर्वाण प्राप्त किया था ।,99
शिखर,"मनमोहक , लुभावने , हरे - भरे मैदान , भव्य पर्वत शिखर और उनके बीच झीलों और घाटियों का सिलसिला……",980
कारोबार,इस तरह शुरुआती तीन दिनों में इस फिल्म ने लगभग तीन करोड़ का कारोबार कर लिया है ।,1360
कारोबार,कंपनी के सीईओ थार्सटन हेन्स ने कहा कि कंपनी ने कारोबार और ब्रांड के बदलाव की यात्रा की है ।,5158
कारोबार,"मलेरिया की दवाओं की बढ़ती माँग को देखकर अनेक प्रभावित देशों में बड़े पैमाने पर नकली दवाओं का कारोबार होता है , जो अनेक मृत्युओं का कारण बनता है ।",5497
कारोबार,शुक्रवार से रविवार के बीच इस फिल्म ने 21 करोड़ से अधिक का कारोबार किया है ।,6060
कारोबार,इतनी कम उम्र में इतना बड़ा कारोबार संभालना कोई खेल नहीं है ।,6698
कारोबार,"भगवान ने मुझे सब कुछ दिया , इन बच्चों का प्यार , बड़ा कारोबार , मगर घर का आँगन सूना है ।",6734
डिस्प्ले,कार्बन ने 5 इंच डिस्प्ले वाला नया एंड्राइड 4.0 फैबलेट ए 25 लांच किया है ।,1411
डिस्प्ले,इस फोन में 1280द्768 रिजॉल्यूशन वाला 4.5 इंच का एमोलेड वीएक्सजीए डिस्प्ले है ।,2861
डिस्प्ले,दोनों टैबलेट्स में 7 इंच का कैपेसेटिर मल्टीटच डिस्प्ले 800 द् 480 पिक्सल के रिसल्यूशन के साथ NULL ।,5141
डिस्प्ले,"सहोलिक और स्नैपडील जिंक ने अपना नया एंड्राइड , क्वाड 10.1 इंच फुल एची डिस्प्ले वाला टैबलेट शुक्रवार को लांच किया ।",7874
डिस्प्ले,फनबुक प्रो 10.1 में सुपर सिल्क टच स्क्रीन डिस्प्ले लगा है ।,9086
डिस्प्ले,इसका डिस्प्ले 10.1 इंच का है जिसका रिजोल्यूशन 1280 / 800 पिक्सल्स है ।,9097
अमेरिकी,"जहां एक प्रतिनिधि अमेरिकी परिवार की आय पिछले पचीस वर्षों में 18 प्रतिशत बढ़ी है , वहीं सबसे धनी 1 प्रतिशत परिवारों की आय में 200 प्रतिशत बढ़ोतरी हुई है ।",579
अमेरिकी,अमेरिकी दिशानिर्देशों के अनुसार गर्भावस्था में टीबी के उपचार के दौरान पीजेडए का उपयोग नहीं करने की सलाह दी जाती है ; संयुक्त राष्ट्र और विश्व स्वास्थ्य संगठन के द्वारा ऐसे दिशानिर्देश नहीं दिए गए हैं ।,696
अमेरिकी,जिन लोगों को ऑस्टियोपोरोसिस का अधिक ख़तरा है ( पचास साल की उम्र के बाद ) उनके लिए अमेरिकी स्वास्थ्य एजेंसियों द्वारा सुझाई गई मात्रा 1200 एमजी प्रति दिन है ।,1901
अमेरिकी,"गूगल ने सभी ऐंड्रॉयड यूजर्स को दिया फ्री गूगल कीबोर्ड ऐप आपके मेसेज , ईमेल पर है अमेरिकी सरकार की नजर आ रहा है ऐपल का नया आईओएस 7 ।",2856
अमेरिकी,पूर्व अमेरिकी राष्‍ट्रपति बिल क्लिंटन कुछ अखबारों और पत्रकारों से रुष्‍ट रहे हैं ।,3199
अमेरिकी,दुनिया में सर्वाधिक स्वतंत्र कहलाने वाले अमेरिकी अखबारों में राष्‍ट्रपति भवन ( व्हाइट हाउस ) के समाचार - संकलन के लिए तैनात संवाददाता कई बार राष्‍ट्रपति के साथ बदल जाते हैं ।,3200
संस्कृति,"उनकी कविताओं में समय , समाज , संस्कृति और व्यवस्था से लेकर पर्यावरण से जुड़ा चिंतन नजर आता है ।",2171
संस्कृति,"कभी वे ‘ दुनिया का चेहरा ‘ कविता में बदलते चेहरों को बयां करते हैं , तो कभी ‘ भोटिये ‘ कविता में एक संस्कृति की कहानी कहते हैं ।",2175
संस्कृति,यही हमारी सामाजिक - संस्कृति की पहचान है ।,2191
संस्कृति,सिंधिया संग्राहालय वस्तुतः राजसी वैभव और गरिमा से ओतप्रोत तत्कालीन भारत की ऐश्वर्यवान संस्कृति और जीवन शैली की अनूठी तस्वीर प्रस्तुत करता है ।,3098
संस्कृति,मलयाल कलाग्रामम में केरल की संस्कृति एवं इतिहास विषयों पर संगोष्ठियाँ आयोजित की जातीं हैं ।,3235
संस्कृति,"तंबाकू की शुरुआत के बाद विशेष रूप से , धूम्रपान , मुस्लिम समाज और संस्कृति का एक महत्त्वपूर्ण अंग बन गया और यह कई महत्त्वपूर्ण रस्मों जैसे शादियों , ज़नाज़े के साथ जुड़ गया और इसकी अभिव्यक्ति वास्तुकला , कपड़ों , साहित्य तथा कविता द्वारा की जाने लगी ।",3314
गेंद,पहले विराट कोहली और फिर रोहित शर्मा का विकेट लेकर सैमी ने गेंद से अपना योगदान दिया ।,1712
गेंद,उनका मानना था कि उसी ट्रेनिंग के कारण वे गेंद को दूसरे बल्लेबाजों से ज्यादा ताकत के साथ मार पाते थे ।,1744
गेंद,दोनों गेंदबाजों ने गेंद को बदलने के लिए उसे जूते के स्पाइक्स के नीचे घिसा था ।,2200
गेंद,2010 में पाकिस्तान के कप्तान रहे शाहिद आफरीदी ऑस्ट्रेलिया के खिलाफ टी - 20 मुकाबले में गेंद को ही चबाने लगे थे ।,2202
गेंद,गेंद को आखिरकार बदला गया ।,2204
गेंद,क्रिकेट के खेल में कभी एक गेंद से पूरी बाजी पलट जाती है तो कभी आखिरी गेंद तक रोमांच बना रहता है ।,4472
मान,"इस समय अक्सर जो चिकित्सक टीबी के उपचार में अनुभवी नहीं होते , अक्सर यह मान कर दूसरी पंक्ति की दवाएं शुरू कर देते हैं , कि उपचार कारगर नहीं है ।",721
मान,सन्तोष - कम्पनी जांच तो पहले भी अपने स्तर पर करती होगी पर ये दरिन्दे ऐसे सबूत पेश कर देते होंगे कि बीमा अधिकारी झूठ को सच मान बैठते होंगे ।,1102
मान,पूरा बचपन मैं इस बात को सच मान कर जीती रही ।,2885
मान,अतः रक्त से रोग मिट जाने पर भी रोग से पूर्णतया मुक्ति मिल गई है ऐसा मान लेना गलत है ।,2983
मान,"ब्रिटेन और भारत में नेताओं की ही नहीं , हर नागरिक के मान - सम्मान की रक्षा के लिए पर्याप्‍त संवैधानिक प्रावधान हैं ।",3188
मान,"अखबार में जो कुछ छपता है , उसे लोग ईश्‍वरीय सत्य मान लेते हैं ।",3366
ट्रेड,ट्रेड पंडितों के मुताबिक पंजाबी फिल्म ' जट एंड जूलियट ' की बड़ी सफलता से ' घनचक्कर ' के दर्शक घटे ।,756
ट्रेड,ट्रेड एक्सपर्ट राठी के मुताबिक गिप्पी धर्मा प्रोडक्शन की सबसे कम लागत वाली फिल्मों में से एक है और ये भले ही अच्छा बिजनेस नहीं कर पाई पर अपनी लागत तो निकाल ही लेगी ।,1356
ट्रेड,ट्रेड एक्सपर्ट अक्षय राठी के अनुसार गो गोवा गॉन काफी मनोरंजक फिल्म है ।,1366
ट्रेड,ट्रेड एनॉलिस्ट तरण आदर्श ने इस फिल्म की काफी तारीफ की हैं ।,1370
ट्रेड,कुछ ट्रेड पंडित 15 और 18 करोड़ भी बता रहे हैं ।,1391
ट्रेड,ट्रेड ऐनलिस्ट तरन आदर्श ने ट्वीट किया कि फिल्म चश्मेबद्दूर ने भारत में जबरदस्त शुरुआत की है ।,1394
-JOIN,मलेरिया या दुर्वात एक वाहक -JOIN जनित संक्रामक रोग है जो प्रोटोज़ोआ परजीवी द्वारा फैलता है ।,2046
-JOIN,प्रत्येक वर्ष यह ५१.५ करोड़ लोगों को प्रभावित करता है तथा १० से ३० लाख लोगों की मृत्यु का कारण बनता है जिनमें से अधिकतर उप -JOIN सहारा अफ्रीका के युवा बच्चे होते हैं ।,2048
-JOIN,मलेरिया प्रभावी इलाके के ज्यादातर वयस्क लोगों में बार -JOIN बार मलेरिया होने की प्रवृत्ति होती है ।,2062
-JOIN,पक्षियों में पाए जाने वाले मलेरिया से मुर्गियाँ मर सकती हैं लेकिन इससे मुर्गी -JOIN पालकों को अधिक नुकसान होता नहीं पाया गया है ।,2991
-JOIN,इसके अतिरिक्त लारवा को सांस लेने के लिए पानी की सतह पर बार -JOIN बार आना पड़ता है ।,3000
-JOIN,अंडे -JOIN लारवा -JOIN प्यूपा और फिर वयस्क होने में मच्छर लगभग 10 - 14 दिन का समय लेते हैं ।,3001
कैल्शियम,"स्ट्रॉन्शियम को आहार या कैल्शियम युक्त व्यंजनों के साथ नहीं लेना चाहिए , क्योंकि उदग्रहण के दौरान कैल्शियम की प्रतिस्पर्धा स्ट्रॉन्शियम के साथ होती है ।",1888
कैल्शियम,"फिर भी , यह ज़रूरी है कि हर रोज़ कैल्शियम , मैग्नीशियम और चिकित्सीय मात्रा में विटामिन डी लेना चाहिए , लेकिन स्ट्रॉन्शियम लेते समय में नहीं ।",1889
कैल्शियम,"अस्थि विकास , अस्थि रोग - निदान और अस्थि की शक्ति बनाए रखने के लिए कैल्शियम की आवश्यकता है और यह हड्डियों की कमज़ोरी के इलाज का एक पहलू है ।",1899
कैल्शियम,देश और उम्र के आधार पर खाने में कैल्शियम की सिफारिशों में भिन्नता है ।,1900
कैल्शियम,आहार का सेवन बढ़ाने के लिए कैल्शियम पूरक इस्तेमाल किए जा सकते हैं और पूरे दिन कई छोटी ख़ुराकें ( 500 mg या उससे कम ) लेने के माध्यम से अवशोषण अनुकूलित किया जा सकता है ।,1902
कैल्शियम,ऑस्टियोपोरोसिस को रोकने और इसके इलाज में कैल्शियम की भूमिका अस्पष्ट है -,1903
पाई,"1984 में , एक BTS अध्ययन से पता चला कि 2HRZ / 4HR प्रभावोत्पादक था , इसके अप्रभावी होने की दर ( रिलेप्स ) दो साल के बाद 3 प्रतिशत से भी कम पाई गयी ।",60
पाई,फिल्म गिप्पी थियेटर में दर्शक नहीं बटोर पाई ।,1354
पाई,सोनम नैयर की फिल्म गिप्प्पी ओपनिंग डे पर सिर्फ 75 लाख रुपए का बिजनेस ही कर पाई ।,1355
पाई,ट्रेड एक्सपर्ट राठी के मुताबिक गिप्पी धर्मा प्रोडक्शन की सबसे कम लागत वाली फिल्मों में से एक है और ये भले ही अच्छा बिजनेस नहीं कर पाई पर अपनी लागत तो निकाल ही लेगी ।,1356
पाई,"इसके विपरीत , कैल्शियम पूरकों में उन्नत उच्च लेपोप्रोटीन की सघनता ( HDL , "" अच्छा कोलेस्ट्रॉल "" ) की पिछली रिपोर्ट के बावजूद , ( न्यूजीलैंड में किए गए एक अध्ययन में , जिसमें 1471 महिलाओं ने भाग लिया , हृद्पेशीय रोधगलन ( दिल का दौरा ) की दर में संभावित वृद्धि पाई गई ।",1910
पाई,"सबसे ज्यादा घटनाएं उन पुरुषों और महिलाओं में पाई गई हैं , जिनकी उम्र 80 या अधिक रही है ।",1933
लगातार,महाराणा उदय सिंह अपनी पुरानी राजधानी चित्तौढ़गढ़ पर मुगलों के लगातार आक्रमण से परेशान हो चुके थे ।,236
लगातार,राष्‍ट्रों के बीच और उनके अंदर आर्थिक असमानताएं घटने के बदले लगातार बढ़ती जा रही हैं ।,574
लगातार,"दिल्ली के गब्बर जब से वनडे टीम में वापस आए हैं , लगातार धमाका कर रहे हैं ।",1172
लगातार,कश्मीरी गेट से लगातार मेरठ तक की बसें जाती हैं ।,1221
लगातार,मार्च 2010 में फिलीपींस ने खसरे के मामलों को लगातार बढ़ता देख महामारी की घोषणा कर दी ।,1866
लगातार,"इन आकस्मिक प्राकृतिक विपदाओं की खेती पर मार , डीजल , उर्वरकों , कीटनाशी व कृषि यन्त्रों के लगातार बढ़ते मूल्य अर्थात् महँगाई की मार से सबसे ज्यादा लघु या सीमान्त कृषक वर्ग पीड़ित है , परन्तु इनकी समस्यायें पिछले कुछ दशकों से ज्यों - की - त्यों हैं ।",2038
खर्च,"इसके बावजूद आत्महत्याओं का सिलसिला थमा नहीं , इस पैकेज में सिंचाई के लिए दिया पैसा तो कई कारणों से खर्च ही नहीं हुआ , पर सबसे बड़ी कमी यह रह गयी कि किसानों को कपास का न्यायसंगत मूल्य मिलने की कोई ’ टिकाऊ व्यवस्था ’ नहीं की गईं इतना ही नहीं , सरकार ने कम मूल्य पर भी खरीद करने में बहुत देरी की व किसानों को व्यापारियों के शोषण से बचाने का उपाय नहीं किया ।",544
खर्च,वायकॉम 18 मोशन पिक्चर्स द्वारा निर्मित चश्मेबद्दूर पर 17 करोड़ रुपये खर्च किए गए हैं ।,1396
खर्च,"भारतीय राष्‍ट्रीय कांग्रेस ने अपने प्रारंभ से ही ब्रिटेन में कांग्रेस की एक शाखा स्थापित की , जिसकी ओर से ’ इंडिया ’ नाम का एक पत्र प्रकाशित होता था और उसका खर्च कांग्रेस की ओर से दिया जाता था ।",1956
खर्च,"कृषि के विकास पर 22,467 करोड़ रुपये खर्च करने का प्रावधान था ।",2014
खर्च,"इसमें से 34,425 करोड़ रुपये ग्रामीण विकास पर NULL , 6750 करोड़ रुपये विशेष क्षेत्र कार्यक्रम तथा 35,525 करोड़ रुपये सिंचाई तथा बाढ़ नियंत्रण कार्यक्रम पर खर्च किए गए ।",2015
खर्च,इससे अपना खर्च उठाने लगेगी ।,4617
गीते,सुशील - गीते तुम ना कभी हार मानी हो न मानोगी ।,10192
गीते,गीते - देखो ताड़ पर ना चढाओ गिर पड़ूंगी ।,10199
गीते,सुशील - सच्चाई है गीते ।,10200
गीते,"गीते - अभिनन्दन के पापा , तुम्हारे अलावा इस परिवार में मुझे कौन समझा है ।",10201
गीते,गीते सही मायने में तुम हमारी तीनों शक्ति हो - धन की बल की और ज्ञान की भी ।,10218
गीते,गीते - उल्टा कह रहे हो ।,10220
फीट,"जब भैरवी नदी दामोदर पर गिरती है , यहाँ 23 फीट ऊँचा प्रपात बनता है ।",81
फीट,"पारसनाथ झारखण्ड का सबसे ऊँचा पहाड़ है , जिसकी ऊँचाई 4441 फीट है ।",97
फीट,हजारीबाग नेशनल पार्क में दृश्यावलोकन के लिए चार ऊँचे टॉवर बनाए गए हैं जिनकी ऊँचाई 200 फीट है ।,377
फीट,"सीधी खड़ी रहो तुम , सिर्फ दो फीट पानी में हो तुम , कब आई तुम ?",901
फीट,टांगीनाथ मंदिर एक शिव मंदिर है जो लगभग 12 फीट ऊँचा है ।,2739
फीट,"नेतरहाट एक हिल स्टेशन है जो 3,622 फीट की ऊँचाई पर स्थित है ।",2753
चाहते,डलहौजी जाकर खजियार सभी जाना चाहते हैं क्योंकि यह हर प्रकार के पर्यटकों और बच्चों को लुभाता है ।,42
चाहते,"इसीलिए डॉट्स प्लस डॉट्स की तुलना में अधिक महंगा पड़ता है और जो देश इसे लागू करना चाहते हैं , उन्हें इसके प्रति अधिक वचनबद्धता रखनी होगी ।",706
चाहते,"टीबी मैनिंजाइटिस के लिए डेक्सामेथासोन की 8 से 12 मिलीग्राम की खुराक प्रतिदिन 6 सप्ताह से अधिक समय के लिए दी जाती है ( वे लोग अधिक सटीक खुराक लेना चाहते हैं , उन्हें थ्वाईटेस दी जाती है "" एट आल "" , 2004 )",746
चाहते,उधर अकरम ने भी अफवाहों का खंडन किया और कहा कि वह अपना पूरा समय दो बच्चों के साथ बिताना चाहते हैं ।,913
चाहते,"जहां विकासशील देश चाहते हैं कि विकसित देश अपने किसानों को दी जा रही फार्म सब्सिडी घटाएं , ताकि विकासशील देशों के उत्पाद पश्‍चिमी देशों के बाजारों में बिक सकें , वहीं विकसित देश चाहते हैं कि उन्हें विकासशील देशों का अधिक से अधिक बाजार मिल सके ।",1504
चाहते,ये मिशनरी पत्र ईसाई पत्रों का सम्मान करते थे और भारत के सांस्कृतिक गौरव का विनाश करना चाहते थे ।,2111
परिणाम,परिणाम हमेशा रोग की गंभीरता के साथ संबंधित नहीं होते हैं और विश्वसनीय रूप से बैक्टीरिया जनित संक्रमण और वायरस संक्रमण के बीच अंतर नहीं कर पाते हैं ।,528
परिणाम,"जिन क्षेत्रों में डॉट्स का उपयोग किया जाता है , वहां अन्य सुविधाओं के लिए मदद की अपेक्षा करने वाले रोगियों की संख्या कम होती है जिन्हें अज्ञात उपचार दिए जाते हैं और इस उपचार के अज्ञात परिणाम सामने आते हैं ।",698
परिणाम,उनका कहना है कि जब टीबी - प्रतिरोधी थेरेपी का परीक्षण भी समान परिणाम दे सकता है तो एक रोगी को इतने आक्रामक और खतरनाक प्रक्रिया से गुजरने की क्या जरुरत है ।,732
परिणाम,"इस असामान्यता का चिकित्सकीय प्रगति या परिणाम से कोई सम्बन्ध नहीं होता , और यह इस बात को इंगित नहीं करता कि उपचार को आगे और बढ़ाने की या दोहराने की कोई आवश्यकता है ।",736
परिणाम,ऐराइथोमाइसीन के भी संतोषजनक परिणाम हुए हैं ।,1329
परिणाम,"ज्वर , अरुचि , सिर तथा शरीर में पीड़ा आदि जीवविष के ही परिणाम होते हैं ।",2530
फसलों,किसी एक कृष्ण में फसलों का हेर - फेर होना सस्यावर्तन को अभिव्यक्‍त करता है तथा अन्य खेतों में तदनुसार होने वाले बदलावों के कारण यह हेरफेर इस अभाव को पूरा कर देती है ।,1625
फसलों,बहुत अधिक निगरानी रखकर खेतों को प्रासंगिक फसलों तक ही सीमित रखा जा सकता है ।,1651
