sentid,word,tag
647,kAlYlakUri,B-NEP
647,nArAyaNa,I-NEP
647,rAvugAru,I-NEP
647,rAsina,O
647,varavikrayaM,B-NETO
647,sinIrUpaM,O
647,poVMxikUdA,O
647,prajABimAnaM,O
647,saMpAxiMcukolekapoyiMxi,O
648,paMdiwuleVppudU,O
648,xAniki,O
648,sArasvawa,O
648,prawiRTa,O
648,unnaxanukolexu,O
649,aMwakumuMxe,O
649,exo,O
649,oVka,B-NEN
649,cinna,O
649,kulaMloni,O
649,xarxra,O
649,kutuMbAllo,O
649,oVkanAti,O
649,AcAraMgA,O
649,migilipoyi,O
649,vyApwilo,O
649,gAni,O
649,wIvrawalo,O
649,gAni,O
649,parimiwaMgA,O
649,unna,O
649,oli,O
649,samasyanYu,O
649,gurajAda,B-NEP
649,amqwa,O
649,leKini,O
649,kanyASulkaM,B-NETO
649,gA,O
649,nAtakIkariMcagAne,O
649,ekEkakalYAKaMdaMgA,O
649,SASvawaprawiRTa,O
649,saMkramiMciMxi,O
650,aMte,O
650,ekEka,O
650,samasyaku,O
650,mAwrame,O
650,parimiwaM,O
650,gAni,O
650,iwivqwwaM,O
650,Binna,O
650,mAnava,O
650,svaBAvAla,O
650,ciwraNaM,O
650,pAwrociwa,O
650,BARAvEciwri,O
650,camawkAra,O
650,saMBARaNa,O
650,nEpuNI,O
650,sAmAjika,O
650,spqha,O
650,oVkatemiti,O
650,savAlakRa,O
650,sAhiwI,O
650,suguNAla,O
650,valla,O
650,kanyA,B-NETO
650,SulkaM,I-NETO
650,mAnyawvaM,O
650,saMpAxiMcukunnaxi,O
651,kevalaM,O
651,viwaMwu,O
651,vivAha,O
651,sama,O
651,9,B-NEN
651,syako,O
651,vyaBicAra,O
651,niroXa,O
651,samasyako,O
651,parimiwwamE,O
651,pracAra,O
651,XoraNilo,O
651,sAgivuMte,O
651,kanyASulkaM,O
651,kaMxukUrivAri,B-NEP
651,racanallAga,O
651,nirAdaMbara,O
651,pracArasAXanaMgA,O
651,mAwrame,O
651,nilicipoyexi,O
652,saMGa,O
652,saMskAraMwobAtu,O
652,BARA,O
652,saMskAraM,O
652,nAtaka,O
652,racanoprayogakaramEna,O
652,BARA,O
652,prayogaM,O
652,uwwama,O
652,sAhIwI,O
652,nirmiwiki,O
652,avasaramanI,O
652,vAdukaBARa,O
652,aMxuku,O
652,samarWopakaraNamanI,O
652,nirUpiMcAlani,O
652,gurajAda,B-NEP
652,prayawniMcAdu,O
653,koVMduBattIyAnnI,B-NETO
653,aMxuloni,O
653,pAwralanU,O
653,sAnabatti,O
653,kanyASulkaM,B-NETO
653,malikUrcunu,O
653,prayawnapUrvakaMgA,O
653,wIrcixixxAdu,O
654,vyAvahArika,O
654,BARaku,O
654,sAhiwI,O
654,gOravaM,O
654,wevatAniki,O
654,wana,O
654,yAvacCakwinI,O
654,viniyogiMcAdu,O
655,Ayane,O
655,ceVppAdu,O
656,I,O
656,wrote,O
656,is,O
656,to,O
656,advance,O
656,the,O
656,cause,O
656,of,O
656,social,O
656,reform,O
656,and,O
656,d,O
656,to,O
656,combat,O
656,a,O
656,popular,O
656,prejudice,O
656,t6,O
656,hat,O
656,Telugu,O
656,language,O
656,was,O
656,unsuited,O
656,to,O
656,the,O
656,stage,O
656,ani,O
657,Ayana,O
657,viSvAsa,O
657,balAniki,O
657,kaviwASakwi,O
657,wodE,O
657,axviwIya,O
657,mahA,O
657,racanaku,O
657,xAriwIsiMxi,O
658,sariggA,O
658,axe,O
658,gurajAda,B-NEP
658,cAvubawukulaku,O
658,kAraNamayiMxi,O
659,oVka,B-NEN
659,weVluguvAdu,O
659,maro,O
659,weVluguvAdi,O
659,peVxxarikoVnni,O
659,sahiMcadu,O
660,sahiMca,O
660,ledu,O
661,sAhiwIparalanu,O
661,xeVbbawIse,O
661,prawyeka,O
661,paxXawulanu,O
661,weVluguvA,O
661,denAdo,O
661,kanipeVtti,O
661,vunnAdu,O
662,aMxuloni,O
662,moVxati,O
662,aswraM,O
662,gurajAda,B-NEP
662,maraNiMci,O
662,waravAwa,O
662,iMcumiMcu,O
662,reVMdu,B-NEM
662,xaSAbxAlaku,I-NEM
662,peliMxi,O
663,1934,B-NETI
663,lo,I-NETI
663,maMdapAka,B-NEP
663,pArvawISvi,I-NEP
663,SAswrigAru,I-NEP
663,BArawi,I-NETO
663,jUn,B-NETI
663,1934,I-NETI
663,vimarSini,B-NETO
663,janavari,B-NETO
663,1976,I-NETO
663,peji,O
663,95,B-NEN
663,sulaBa,O
663,sukumAra,O
663,paxXawilo,O
663,A,O
663,aswrAnni,O
663,prayogiMcAru,O
664,I,O
664,prayogaMlo,O
664,oVka,B-NEN
664,pattu,O
664,oVka,B-NEN
664,wawvaM,O
664,oVka,B-NEN
664,AviRkaraNa,O
664,unnAyi,O
665,avemitaMte,O
665,oVkari,B-NEN
665,peVxxarikAnni,O
665,nyUnIkariMcatAniki,O
665,vAri,O
665,cuttupakkalanunna,O
665,awyaMwa,O
665,sAmAnyuNNi,O
665,oVkaNni,B-NEN
665,veVxaki,O
665,pattukoVni,O
665,A,O
665,sAmAnyudiloni,O
665,asAmAnyawalu,O
665,I,O
665,mahanIyudiki,O
665,levu,O
665,kAbatti,O
665,weVnAli,B-NEP
665,rAmaliMgadi,I-NEP
665,wArawamya,B-NETE
665,parIkRA,I-NETE
665,sixXAMwaM,I-NETE
665,prakAraM,O
665,mahanIyudani,O
665,lokaM,O
665,BramiMce,O
665,vyakwi,O
665,sAmAnyudu,O
665,sAmAnyude,O
665,asAmAnyudani,O
665,nirNayiMcataM,O
665,vaMti,O
665,camawkAra,O
665,kriyalu,O
666,appArAvugAriki,B-NEP
666,samakAlikulE,O
666,pE,O
666,peVccu,O
666,snehiwulE,O
666,AmIxata,O
666,kavulE,O
666,adavi,B-NETO
666,malleV,I-NETO
666,lanu,O
666,adavigAcina,O
666,malleVvaMti,O
666,mahAkAvya,O
666,nirmAwa,O
666,ayina,O
666,yeVnamaMdra,B-NEP
666,nArAyaNa,I-NEP
666,mUrwi,I-NEP
666,paMwulagArane,I-NEP
666,mahAkavulu,O
666,vunnArani,O
666,vAru,O
666,gurajAdakannA,B-NEP
666,eVkkuva,O
666,kaviwva,O
666,Sakwi,O
666,kalavArani,O
666,eVkkuva,O
666,XArAlYamEna,O
666,racanA,O
666,PrODima,O
666,kalavAranI,O
666,vAriki,O
666,rAvalasina,O
666,gOravaM,O
666,rAkapogA,O
666,gurajAda,B-NEP
666,vaMti,O
666,alpIyasa,O
666,vyakwiki,O
666,sArasvawa,O
666,prawiRTa,O
666,rAvataM,O
666,sababugA,O
666,lexani,O
666,saxaru,O
666,SAswrigAru,B-NEP
666,10,B-NEN
666,vicAriMcAru,O
667,I,O
667,viXAname,O
667,waravAwi,O
667,kavi,O
667,vimarSakavqRaBalaku,O
667,AxarSa,O
667,prAyamE,O
667,SrInAWudikannA,B-NEP
667,kAsu,B-NEP
667,puruRowwamakavi,I-NEP
667,uwwama,O
667,kavi,O
667,ani,O
667,sIsa,B-NETE
667,paxyAlu,I-NETE
667,melwaraMgA,O
667,rASAdani,O
667,anipiMciMxi,O
667,vAlYlYacewa,O
668,Reks,B-NEP
668,kaviwASakwilexanI,O
668,iMglIRu,O
668,kUdA,O
668,aMwabAgA,O
668,rAxanI,O
668,vaccina,O
668,vimarSalannI,O
668,I,O
668,kovaku,O
668,ceVMxinave,O
669,ituvaMti,O
669,vimarSalavalla,O
669,gurajAdani,B-NEP
669,Ayana,O
669,racanalu,O
669,gAni,O
669,gOravaM,O
669,pogoVttukolexu,O
670,I,O
670,carcalo,O
670,mareVvvarU,O
670,pAlgolexu,O
671,gurajAda,B-NEP
671,cAvalexu,O
672,pE,O
672,peVccu,O
672,bawikAdu,O
673,A,O
673,waravAwa,O
673,koVMwakAlAniki,O
673,sarikoVwacwagA,O
673,pAwa,O
673,aswrAnni,O
673,prayogiMcAru,O
673,koVMxaru,O
673,weVlugu,O
673,vimarSakulu,O
673,gurajAda,B-NEP
673,mIxa,O
674,I,O
674,aswraM,O
674,paxunulonU,O
674,praBAvaMlonI,O
674,kaTinawaramEnaxi,O
675,1955,B-NETI
675,prAMwaMlo,O
675,I,O
675,prayogaM,O
675,jarigiMxi,O
676,gAni,O
676,xIni,O
676,pokada,O
676,weVlugu,B-NETE
676,sAhiwI,I-NETE
676,cariwra,I-NETE
676,vimarSa,O
676,cariwra,O
676,aMwa,O
676,pAwaxi,O
676,rowaxi,O
676,kUdA,O
677,rAdakavulaMxarikI,O
677,AsWAna,O
677,kavulanu,O
677,yerpAtu,O
677,jesi,O
677,rAjula,O
677,periti,O
677,racanalaku,O
677,I,O
677,kavule,O
677,karwalanatadaM,O
677,mana,O
677,weVlugu,O
677,vimarSakulaku,O
677,saMpraxAya,O
677,sixXaMgA,O
677,vaccina,O
677,vixya,O
678,ixe,O
678,viXAnAnni,O
678,cinna,O
678,cinna,O
678,saMsWAnAxi,O
678,pawulaku,O
678,kUdA,O
678,anuvarwiMcataM,O
678,krIdABirAmakarwqwva,O
678,viRayaMlo,O
678,gamaniMcavaccu,O
679,I,O
679,jabbu,O
679,weVgamuxigi,O
679,veVrriwalalu,O
679,vesi,O
679,civaraku,O
679,vEyAkaraNa,O
679,KasUci,B-NEP
679,cinnayasUri,I-NEP
679,bAla,B-NETO
679,vyAkaraNAniki,I-NETO
679,SiRtu,B-NEP
679,kqRNamUrwiSAswri,I-NEP
679,harikArikulanu,B-NETO
679,mUlagraMWaM,O
679,cesiMxi,O
680,aMwakannA,O
680,nIcaM,O
680,bahujanavalli,B-NEP
680,vAri,O
680,prODa,B-NETO
680,vyAkaraNAnikkUdA,I-NETO
680,saMskqwa,O
680,mUlaM,O
680,kalpiMcataM,O
681,I,O
681,nIcawvAniki,O
681,parAkARTagA,O
681,gurajAda,B-NEP
681,kanyASulkAniki,B-NETO
681,gomaTaM,O
681,vAru,O
681,graMWakarwalani,O
681,cesina,O
681,xuRpracArAnni,O
681,nirxeSiMcavaccu,O
682,ixokarakaM,O
682,viSvavixyAlaya,O
682,vimarSana,O
682,paxXawi,O
682,ayiwe,O
682,I,O
682,vimarSavalla,O
682,gurajAda,B-NEP
682,sigavUvEnA,O
682,vAdalexu,O
683,1958,B-NETI
683,59,I-NEN
683,prAMwAllo,O
683,weVlugu,O
683,vixvAMsulu,O
683,maro,O
683,koVwwarakaM,O
683,vimarSana,O
683,paxXawini,O
683,aviRkariMcAru,O
684,saMpraxAyapaxXawilo,O
684,alaMkArika,O
684,vimarSanalu,O
684,caxivinavAlYlYu,O
684,kaviwA,O
684,lakRaNAlanu,O
684,kAvyaguNaxoRAlanu,O
684,carciMce,O
684,vAlYlYu,O
684,XiRaNAhaMkAraM,O
684,petreginappudu,O
684,iMxuku,O
684,vyawyaswamEna,O
684,viXAnAlanu,O
684,mAwrame,O
684,avalaMbiMcavalasivaswuMxi,O
684,gaxA,O
684,Akavi,O
684,kukavi,O
684,kukaviwvaM,O
684,kAkavi,O
684,xvaMxvAlloni,O
684,SuyYalakRaNAlanu,O
684,nirxvaMxvaMgA,O
684,pariSIliMci,O
684,wama,O
684,gurukaviwvAnikI,O
684,vAtikI,O
684,saMbaMXaMloxani,O
684,nirNiyiMcukoVni,O
684,gurajAda,B-NEP
684,kaviwaku,O
684,vAtini,O
684,parikRuNNaMgA,O
684,anvayiMci,O
684,Ayana,O
684,kukavi,O
684,ani,O
684,camaku,O
684,wAme,O
684,wamalo,O
684,wAme,O
684,nirNayiMcukunnAru,O
685,weVlugu,O
685,sAmAjikulu,O
685,eVMwaceVddA,O
685,weVlivi,O
685,wakkuvavAlYlYu,O
685,kArukAbatti,O
685,11,B-NEN
685,A,O
685,kavilo,O
685,kaviwASakwe,O
685,lexanI,O
685,kukavilo,O
685,A,O
685,Sakwi,O
685,ceVddagA,O
685,vuMtuMxane,O
685,lAMti,O
685,pAmara,O
685,BAvAlawo,O
685,jarigina,O
685,I,O
685,carca,O
685,arWaM,O
685,cesukoleka,O
685,gurajAda,B-NEP
685,mahAkavi,B-NETP
685,ane,O
685,anukunnAru,O
686,mari,O
686,paxihenu,B-NEM
686,paxahAru,I-NEM
686,saMvawsarAla,I-NEM
686,waravAwa,O
686,oVkAnoVka,O
686,mahA,O
686,vimarSakudi,O
686,prEwAwma,O
686,maro,O
686,mahA,O
686,racayiwa,O
686,prewa,O
686,SarIraMlo,O
686,parakAu,O
686,praveSaM,O
686,cesi,O
686,axvEwasixXi,O
686,poVMxikUdA,O
686,SuxXa,O
686,mokRaM,O
686,sAXiMcataM,O
686,weVliyaka,O
686,gurajAda,B-NEP
686,kIrwikAyAnni,O
686,veXiMcataM,O
686,moVxalupeVttiMxi,O
687,vArAla,B-NEM
687,warabadi,O
687,jarigina,O
687,weVga,O
687,sAgina,O
687,carcallo,O
687,vimarSakudu,O
687,wAnoVka,O
687,mahAMglavixvAMsuNNani,O
687,mahawwarAnuvAxakuNNanI,O
687,awmavaMcana,O
687,cesukoVni,O
687,avasarAla,O
687,sUryArAvu,B-NEP
687,porjarI,O
687,ceSAdani,O
687,para,O
687,vaMcanaku,O
687,pAlpadi,O
687,gurajAda,B-NEP
687,appArAvunu,I-NEP
687,veVnnu,O
687,potu,O
687,poVdice,O
687,prayawnaM,O
687,ceSAdu,O
688,I,O
688,carcavalla,O
688,PorjarI,O
688,SabxAniki,O
688,sarikoVwwa,O
688,arWa,O
688,viSeRAlu,O
688,saMwariMcataMvalla,O
688,AMgla,O
688,sArasvawAniki,O
688,cAlA,O
688,melu,O
688,jarigiMxani,O
688,aBijFulu,O
688,harRiswunnAru,O
689,gurajAda,B-NEP
689,xuswUrI,O
689,sarigA,O
689,lenaMxuvalla,O
689,xAnni,O
689,avasarAla,O
689,sarigA,O
689,avagawaM,O
689,cesukonaMxuvalla,O
689,cesukunnA,O
689,sarigA,O
689,anuvaMxiMcaleka,O
689,povataMvall,O
689,gurajAda,B-NEP
690,asamarWa,O
690,racayi,O
690,welciveSAru,O
691,asalI,O
691,vimarSane,O
691,PorjarI,O
691,gA,O
691,sAguwunnaxanI,O
691,kAkapowe,O
691,imprersonation,B-NETE
691,annA,O
691,kAvaccunanI,O
691,koVMxaraMtAru,O
692,ayiwe,O
692,weVlugujAwi,O
692,weVlici,O
692,mIrina,O
692,jAwi,O
692,kAbatti,O
692,vimarSaka,O
692,hqgaya,O
692,spaMxanalaku,O
692,prawispaMxanalu,O
692,peVxxa,O
692,eVwwuna,O
692,rAlexu,O
693,nijAniki,O
693,AkAkRiMcinaMwamaMxi,O
693,I,O
693,vimarSalu,O
693,caxavalexu,O
693,caxivina,O
693,vAlYlYu,O
693,lakRyapeVttalexu,O
694,lakRyapeVttina,O
694,vAlYlYu,O
694,kanIsaM,O
694,sAnuBUwEnA,O
694,cUpalexu,O
695,inni,O
695,viXAla,O
695,lexu,O
695,lexulawo,O
695,sAgina,O
695,I,O
695,nipuNa,O
695,parIkRavalla,O
695,asamarWa,O
695,vyAKyAwalavallane,O
695,gAka,O
695,asamarWa,O
695,vimarSakulavalla,O
695,kUdA,O
695,oVka,B-NEN
695,mahAkavi,B-NETP
695,racanA,O
695,sAmarWyAnni,O
695,nyUnIkariMcalemani,O
695,welipoyiMxi,O
696,iMxuvalla,O
696,gurajAda,B-NEP
696,caccinatlu,O
696,nAku,O
696,weVliyaxu,O
696,gAni,O
696,oVkavelYa,O
696,caccivunnA,O
696,malYlYI,O
696,bawikAdani,O
696,ceVppAli,O
697,iMcumiMcu,O
697,pE,O
697,vimarSakula,O
697,samakAlaMlone,O
697,gurajAda,B-NEP
697,kaviwASakwi,O
697,vagErAlanu,O
697,marosari,O
697,viSvavixyAlaya,B-NEO
697,vixvAMsulu,O
697,vimarSiMcataM,O
697,jarigiMxi,O
698,I,O
698,vimarSa,O
698,grAMWikaMlo,O
698,jaragataM,O
698,marI,O
698,viSeRaM,O
699,grAMWika,O
699,BARalo,O
699,BARA,O
699,viSeRAniki,O
699,mUlapITAlEna,O
699,viSvavixyAlayAllo,B-NEO
699,jarigina,O
699,I,O
699,vimarSa,O
699,AXyAwmika,O
699,xqRtiwo,O
699,jarigiMxi,O
700,AXyAwmikawa,O
700,lenappudu,O
700,nijAyiwI,O
700,koVravadaka,O
700,wappaxu,O
700,vimarSini,I-NETO
700,pejI,O
700,106,B-NEN
701,kAbatti,O
701,saxvimarSana,O
701,eVppudU,O
701,AXyAwmikawawo,O
701,alavadinaMwa,O
701,prAcInaXoraNilo,O
701,ceVyyaka,O
701,wappaxu,O
701,gaxA,O
701,ewaxvimarSa,O
701,PaliwaMgA,O
701,gurajAdaku,B-NEP
701,svawaMwrabuxXi,O
701,lexani,O
701,Ayana,O
701,oVka,B-NEN
701,xarSanamunu,O
701,poVMxinavAdu,O
701,kAdu,O
701,ani,O
701,weVlugulo,O
701,nunnaxAni,O
701,nupayogiMcinavAdu,O
701,ani,O
701,12,B-NEN
701,rAyaprolu,B-NEP
701,valeV,O
701,lenixAnini,O
701,rakarakAlugA,O
701,sqRtiMca,O
701,lexani,O
701,vimarSini,I-NETO
702,nirUpiMcataM,O
702,jarigiMxi,O
703,weVlugulo,O
703,unna,O
703,weVluguxanAnne,O
703,weVlugu,O
703,jAwiki,O
703,weVliyajeVppataMvallane,O
703,gurajAdaku,B-NEP
703,weVlugu,O
703,sAhiwIlokaMlo,O
703,axviwIya,O
703,sWAnaM,O
703,vacciMxani,O
703,I,O
703,vimarSakulu,O
703,wamaku,O
703,weVliyaxani,O
703,gurwiMcinattuMxi,O
704,lenixAnni,O
704,sqRtiswe,O
704,axi,O
704,kqwaka,O
704,mavuwuMxi,O
705,unnaxAnni,O
705,unnatlu,O
705,vAdiwe,O
705,axi,O
705,sajIva,O
705,mavuwuMxi,O
706,gurajAda,B-NEP
706,sajIva,O
706,Silpi,O
707,vemana,O
707,waruvAwa,O
707,weVluguvAdini,O
707,weVlugulo,O
707,rAsi,O
707,meVppiMcagala,O
707,weVluguvAdu,O
707,maroVkadu,O
707,puttivuMte,O
707,awade,O
707,gurajAda,B-NEP
707,vAswavika,O
707,jIviwaM,O
707,nuMci,O
707,samakAlika,O
707,iwivqwwAnni,O
707,svIkariMci,O
707,xAnini,O
707,weVluguna,O
707,vAduka,O
707,BARalo,O
707,nAtakaMgA,O
707,rUpoVMxiMcAnani,O
707,gurajAde,B-NEP
707,ceVppukunnAdu,O
708,AXunika,O
708,samAja,O
708,parisWiwulloni,O
708,saMSliRtawanu,O
708,guriMcina,O
708,saxavagAhana,O
708,gurajAduku,B-NEP
708,uMxi,O
708,kAbatte,O
708,1909,B-NETI
708,nuMci,O
708,nijAniki,O
708,1897,B-NETI
708,nuMci,O
708,I,O
708,nAti,O
708,varakU,O
708,kanyA,B-NETO
708,SulkAniki,I-NETO
708,sAtirAgala,O
708,maro,O
708,mahAracana,O
708,weVlugulo,O
708,rAlexu,O
709,Ayana,O
709,waruvAwa,O
709,eVMxaro,O
709,sAmAjikewivqwwakalawo,O
709,nAtakAlU,O
709,navalalU,O
709,rAsina,O
709,saMSliRtawa,O
709,vAru,O
709,gurwiMcalexu,O
710,racanA,O
710,SilpaM,B-NETE
710,vAriki,O
710,pattupadalexu,O
711,aMxuvallane,O
711,SrISrI,B-NEP
711,annatlu,O
711,koVxxi,O
711,minahAyiMpulawo,O
711,nAtaka,O
711,racayiwala,O
711,gawi,O
711,nAtikI,O
711,oVkkalAge,O
711,uMxi,O
712,iwara,O
712,prakriyA,O
712,racayiwala,O
712,parisWiwikUdA,O
712,iMwakannA,O
712,moVruggA,O
712,lexu,O
713,viSvavixyAlayi,B-NEO
713,vimarSakulu,O
713,reVMdu,B-NEN
713,viRayAlu,O
713,gurwiMcalexu,O
714,weVlugulo,O
714,unnaxi,O
714,rAyataM,O
714,lopaM,O
714,kAxani,O
714,wAmu,O
714,weVlusukolexu,O
715,ixi,O
715,oVkati,B-NEN
716,reVMdo,B-NEN
716,viRayaM,O
716,lenixi,O
716,BARA,O
716,viRayaMlo,O
716,sqRtiswe,O
716,axi,O
716,eVnnirakAlugA,O
716,unnA,O
716,kqwakamE,O
716,nirjIvame,O
716,avuwuMxanI,O
716,atuvaMti,O
716,mAta,O
716,rAyaprolu,B-NEP
716,viRayaMlo,O
716,gOravApAxakaM,O
716,kAxanI,O
716,vAru,O
716,gurwiMcakapovataM,O
717,pE,O
717,vimarSakule,O
717,gurajAda,B-NEP
717,kaMxukUri,B-NEP
717,gidugulaku,B-NEP
717,anuyAyi,O
717,kAbatti,O
717,asvawaMwrabuxxi,O
717,annAru,O
718,rAyaproluvAri,B-NEP
718,veVnuka,O
718,BArawIya,O
718,sAhiwya,O
718,saMpraxAyamu,O
718,wappa,O
718,maremiyunu,O
718,lexu,O
718,anataMkannA,O
718,hAsyAspaxamEna,O
718,BAvaxArixryaMlexu,O
719,aKaMda,O
719,BArawIyasAhiwyaM,B-NETE
719,emIlenixE,O
719,emI,O
719,kAnixEwe,O
719,rAyaproluvAri,B-NEP
719,veVnuka,O
719,emI,O
719,lexanavaccu,O
720,A,O
720,saMpraxAyaMwo,O
720,polcicUswe,O
720,xAni,O
720,balaMwo,O
720,walawUswe,O
720,kaMxukUri,B-NEP
720,gidugula,B-NEP
720,sahAyaM,O
720,pelavaM,O
720,kAxA,O
720,anuyAyi,O
720,aMte,O
720,arWamemiti,O
720,sare,O
721,ituvaMti,O
721,vimarSala,O
721,xvArA,O
721,sAXiMcaxalaciMxemito,O
721,spaRtaMgA,O
721,weVluswUnevuMxi,O
722,gurajAda,B-NEP
722,vyakwigA,O
722,sAmAnyudu,O
723,sAhiwImUrwigA,O
723,sAmAnyudu,O
724,Ayanaku,O
724,mArgaxarSakulannAru,O
724,anuyAyulunnAru,O
725,aMwakumiMci,O
725,Ayanaku,O
725,savyAMXra,O
725,sAhiwI,O
725,yugakarwa,O
725,kAxagina,O
725,lakRaNAlemI,O
725,levani,O
725,prawipAxiMcatame,O
725,I,O
725,vimarSala,O
725,cAtuna,O
725,mAtuna,O
725,13,B-NEN
725,xAgivunna,O
725,saxuxxeSAlu,O
726,oVkka,B-NEN
726,kavimIxa,O
726,nAtakakarwamIxa,O
726,paMdiwudimIxa,O
726,oVkka,B-NEM
726,SawAbxaM,I-NEM
726,gadavakuMdAne,O
726,inniviXAla,O
726,vimarSalu,O
726,rAvatame,O
726,Ayana,O
726,vyakwiwvAniki,O
726,kaviwA,O
726,Sakwiki,O
726,racanASilpAniki,B-NETE
726,nikaRopalaM,O
727,putaMbeVttina,O
727,baMgAraMlA,O
727,hewixalYiwudE,O
727,samaravijayaM,O
727,poVMxina,O
727,vIrudilA,O
727,gurajAda,B-NEP
727,kaviwAravi,O
727,xurnirIkRyaMgA,O
727,veVluguwunnAdu,O
728,xevulapalli,B-NEP
728,kqRNaSAswri,I-NEP
728,ceVppinatlu,O
728,gurajAda,B-NEP
728,appArAvu,I-NEP
728,gAru,I-NEP
728,1915,B-NETI
728,canipoyinA,O
728,1915,B-NETI
728,warvAwane,O
728,jIviMcadaM,O
728,prAraMBiMcAru,O
728,piccukamIxa,O
728,brahmoswrAlu,O
728,veyaru,O
728,kAbatti,O
728,aswrapIdiwudEnA,O
728,ajayyudugA,O
728,nilicina,O
728,gurajAda,B-NEP
728,mahAkavi,B-NETP
728,sWAnaMlo,O
728,SASvawaMgA,O
728,niluswAdani,O
728,ceVppavaccu,O
729,ayiwe,O
729,vicAraNIyamEna,O
729,aMSaM,O
729,oVkkate,B-NEN
729,asaMxarBa,O
729,vimarSana,O
729,XoraNulu,O
729,weVluguvAlYlYanu,O
729,eVppudu,O
729,vaxilipowAyA,O
729,anexi,O
730,bahuSA,O
730,povemo,O
731,vIcika,B-NETO
731,pragawiSIla,I-NETO
731,sAhiwya,I-NETO
731,mAsapawrika,I-NETO
731,janavari,B-NETI
731,1977,I-NETI
731,14,B-NEN
731,3,B-NEN
732,wrikAlAllo,O
732,aByuxaya,O
732,sAhiwyaM,O
732,gawiSIlamE,O
732,niraMwara,O
732,pragawiSIlamEna,O
732,sAhiwyaM,O
732,aByuxaya,O
732,sAhiwyaM,O
733,aBivqxXi,O
733,kAmukamEna,O
733,unnawa,O
733,sWAyini,O
733,cerukovatAniki,O
733,anukRaNaM,O
733,prayawniMcatame,O
733,aByuxaya,O
733,xqkpaWaM,O
734,nirvacanarIwyA,O
734,oVka,B-NEN
734,sahasrAbxaMkiMxa,O
734,oVka,B-NEM
734,SawAbxaM,I-NEM
734,kiMxa,O
734,aByuxayakaramEna,O
734,sAhiwyaM,O
734,oVka,B-NEM
734,xaSAbxaMkiMxa,I-NEM
734,AmAtakoVswe,O
734,oVkka,B-NEM
734,rojukiMMxa,I-NEM
734,aByuxayasAhiwyaM,O
734,kAlexu,O
735,mAnavameXa,O
735,sahajaM,O
735,cAriwraka,O
735,SakwulU,O
735,anukRaNaM,O
735,parivarwana,O
735,SIlaMgA,O
735,uMtAyi,O
736,kAbatti,O
736,ninnati,O
736,aByuxaya,O
736,xqRti,O
736,kAlaxoRaM,O
736,patti,O
736,pAwabadipowuMxi,O
737,samakAlika,O
737,sAGiMka,O
737,rAjakIya,O
737,ArWika,O
737,vAswava,O
737,parisWiwulanu,O
737,prawibiMbiMcani,O
737,e,O
737,sAhiwyamU,O
737,aByuxaya,O
737,sAhiwyaM,O
737,kAxu,O
738,aBivqxXi,O
738,aByuxayaM,O
738,anevi,O
738,vAswavika,O
738,viRayAlu,O
739,oVka,B-NEN
739,xaSanuMci,O
739,maro,O
739,xaSaku,O
739,oVka,B-NEN
739,sWAyinuMci,O
739,maro,O
739,sWAyiki,O
739,mAruwunna,O
739,peVruguwunna,O
739,sAmAjikonnawiki,O
739,mAwrame,O
739,aByuxaya,O
739,SabxaM,O
739,anuvarwiswuMxi,O
740,I,O
740,xqRtiwo,O
740,cUsinappudu,O
740,pAwakAlapu,O
740,vAswavAlanu,O
740,prawibiMbiMce,O
740,praswAviMce,O
740,e,O
740,sAhiwya,O
740,prakriya,O
740,ayinA,O
740,aByuxaya,O
740,vyawirekamegAni,O
740,aByuxayakAri,O
740,kAxu,O
741,oVka,B-NEN
741,Rek,B-NEP
741,kAlYixoso,B-NEP
741,enAdo,O
741,raciMcina,O
741,mahAkAvyAlanu,O
741,aBimAniswunnAmaMte,O
741,vAti,O
741,kalYAwmakawananU,O
741,vAtiloni,O
741,kAvya,B-NETE
741,SilpAnnI,I-NETE
741,vAtikunna,O
741,cAriwraka,O
741,prAXAnyAnnI,O
741,gurwiswunnAmannamAta,O
742,aMwegAni,O
742,avi,O
742,InAdu,O
742,aByuxayaracanalani,O
742,gOraviMcataM,O
742,lexu,O
743,gawaM,O
743,varwamAnaMgA,O
743,varwamAnaM,O
743,BaviRyawwugA,O
743,pariNamiswuMtAyi,O
744,ixi,O
744,avicCinnaM,O
745,aMwamAwrAna,O
745,purANakAlaMlo,O
745,nAti,O
745,parisWiwula,O
745,xqRtyA,O
745,aByuxaya,O
745,kAmukaMgAunna,O
745,sAhiwyaM,O
745,nedu,O
745,aByuxaya,B-NETE
745,sAhiwyaM,I-NETE
745,gA,O
745,parigaNiMcataM,O
745,lexu,O
746,sAhiwI,O
746,lakRaNAlu,O
746,kAlaMwobAtu,O
746,mAruwuMtAyi,O
747,I,O
747,mArina,O
747,rUpAlu,O
747,svaBAvarIwyA,O
747,aByuxaya,O
747,sUcakAle,O
747,kAni,O
747,rAjakIya,O
747,sixXAMwAlakU,O
747,sAMGika,O
747,pariNAmAlakU,O
747,saMbaMXaM,O
747,leni,O
747,sAhiwyaM,O
747,aByuxaya,B-NEP
747,sAhiwyaM,I-NEP
747,kAxu,O
747,kAxane,O
747,xqRtiwone,O
747,weVlugu,B-NEP
747,sAhiwyaMlo,I-NEP
747,varwamAna,O
747,kAlaMlo,O
